YearMonth,YearAndFraction,SSN_OBS_SWO,SSN_OBS_RI,Ratio_RI_SW,SM_SWO,SM_RI,RF_OBS_10.7cm,RF_SM_10.7cm,GEO_OBS_Ap,GEO_SM_Ap,GSY_AvMnthT_C
197302,1973.123,,42.9,,,46.4,,,,,5.9
197303,1973.205,,46.0,,,44.0,,,,,7.2
197304,1973.287,,57.7,,,42.6,,,,,7.7
197305,1973.372,,42.4,,,40.6,,,,,11.3
197306,1973.454,,37.5,,,38.9,,,,,14.3
197307,1973.539,,23.1,,,37.3,,,,,15.3
197308,1973.624,,25.6,,,36.0,,,,,17.1
197309,1973.706,,59.3,,,34.2,,,,,15.3
197310,1973.791,,30.7,,,32.5,,,,,11.7
197311,1973.873,,23.9,,,31.6,,,,,9.4
197312,1973.958,,23.3,,,31.4,,,,,7.5
197401,1974.042,,27.6,,,32.7,,,,,7.7
197402,1974.122,,26.0,,,34.4,,,,,7.1
197403,1974.204,,21.3,,,34.0,,,,,7.0
197404,1974.286,,40.3,,,33.9,,,,,8.8
197405,1974.371,,39.5,,,34.6,,,,,10.9
197406,1974.453,,36.0,,,34.5,,,,,14.1
197407,1974.538,,55.8,,,34.0,,,,,14.9
197408,1974.623,,33.6,,,33.1,,,,,15.6
197409,1974.705,,40.2,,,32.1,,,,,13.3
197410,1974.790,,47.1,,,30.2,,,,,9.6
197411,1974.872,,25.0,,,27.5,,,,,9.4
197412,1974.957,,20.5,,,25.2,,,,,9.3
197501,1975.042,,18.9,,,23.0,,,,,8.4
197502,1975.121,,11.5,,,22.1,,,,,7.5
197503,1975.203,,11.5,,,21.2,,,,,6.3
197504,1975.285,,5.1,,,18.6,,,,,8.1
197505,1975.370,,9.0,,,16.8,,,,,10.1
197506,1975.452,,11.4,,,16.0,,,,,14.9
197507,1975.537,,28.2,,,15.0,,,,,16.6
197508,1975.622,,39.7,,,14.3,,,,,17.9
197509,1975.704,,13.9,,,14.4,,,,,14.7
197510,1975.789,,9.1,,,15.4,,,,,11.8
197511,1975.871,,19.4,,,16.1,,,,,9.3
197512,1975.956,,7.8,,,16.3,,,,,6.9
197601,1976.041,,8.1,,,15.2,,,,,7.2
197602,1976.123,,4.3,,,13.2,,,,,6.0
197603,1976.205,,21.9,,,12.2,,,,,6.5
197604,1976.287,,18.8,,,12.6,,,,,7.9
197605,1976.372,,12.4,,,12.5,,,,,12.1
197606,1976.454,,12.2,,,12.2,,,,,16.7
197607,1976.539,,1.9,,,12.9,,,,,17.9
197608,1976.624,,16.4,,,14.0,,,,,17.9
197609,1976.706,,13.5,,,14.3,,,,,14.8
197610,1976.791,,20.6,,,13.5,,,,,12.2
197611,1976.873,,5.2,,,13.5,,,,,9.0
197612,1976.958,,15.3,,,14.8,,,,,5.8
197701,1977.043,,16.4,,,16.7,,,,,5.7
197702,1977.123,,23.1,,,18.1,,,,,7.2
197703,1977.205,,8.7,,,20.0,,,,,8.2
197704,1977.287,,12.9,,,22.2,,,,,8.0
197705,1977.372,,18.6,,,24.2,,,,,10.7
197706,1977.454,,38.5,,,26.3,,,,,12.0
197707,1977.539,,21.4,,,29.0,,,,,15.6
197708,1977.624,,30.1,,,33.4,,,,,15.5
197709,1977.706,,44.0,,,39.1,,,,,14.0
197710,1977.791,,43.8,,,45.6,,,,,13.6
197711,1977.873,,29.1,,,51.9,,,,,8.9
197712,1977.958,,43.2,,,56.9,,,,,8.3
197801,1978.042,,51.9,,,61.3,,,,,5.9
197802,1978.122,,93.6,,,64.5,,,,,5.0
197803,1978.204,,76.5,,,69.6,,,,,7.3
197804,1978.286,,99.7,,,76.9,,,,,7.4
197805,1978.371,,82.7,,,83.2,,,,,11.7
197806,1978.453,,95.1,,,89.3,,,,,13.1
197807,1978.538,,70.4,,,97.4,,,,,14.5
197808,1978.623,,58.1,,,104.0,,,,,15.2
197809,1978.705,,138.2,,,108.4,,,,,14.8
197810,1978.790,,125.1,,,111.1,,,,,13.5
197811,1978.872,,97.9,,,113.3,,,,,10.9
197812,1978.957,,122.7,,,117.7,,,,,7.6
197901,1979.042,,166.6,,,123.7,,,,,3.7
197902,1979.121,,137.5,,,130.9,,,,,4.7
197903,1979.203,,138.0,,,136.5,,,,,6.4
197904,1979.285,,101.5,,,141.1,,,,,8.0
197905,1979.370,,134.4,,,147.3,,,,,9.9
197906,1979.452,,149.5,,,153.0,,,,,13.2
197907,1979.537,,159.4,,,155.0,,,,,15.8
197908,1979.622,,142.2,,,155.4,,,,,15.3
197909,1979.704,,188.4,,,155.7,,,,,14.4
197910,1979.789,,186.2,,,157.8,,,,,13.4
197911,1979.871,,183.3,,,162.3,,,,,9.6
197912,1979.956,,176.3,,,164.5,,,,,8.4
198001,1980.041,,159.6,,,163.9,,,,,5.0
198002,1980.123,,155.0,,,162.6,,,,,7.5
198003,1980.205,,126.2,,,160.9,,,,,6.3
198004,1980.287,,164.1,,,158.7,,,,,9.0
198005,1980.372,,179.9,,,156.3,,,,,11.3
198006,1980.454,,157.3,,,154.7,,,,,13.7
198007,1980.539,,136.3,,,152.8,,,,,14.5
198008,1980.624,,135.4,,,150.3,,,,,16.2
198009,1980.706,,155.0,,,150.1,,,,,15.4
198010,1980.791,,164.7,,,150.2,,,,,11.5
198011,1980.873,,147.9,,,147.7,,,,,8.2
198012,1980.958,,174.4,,,142.7,,,,,7.5
198101,1981.043,,114.0,,,140.3,,,,,6.9
198102,1981.123,,141.3,,,141.5,,,,,5.1
198103,1981.205,,135.5,,,143.0,,,,,8.5
198104,1981.287,,156.4,,,143.4,,,,,8.5
198105,1981.372,,127.5,,,142.9,,,,,11.0
198106,1981.454,,90.9,,,141.5,,,,,13.2
198107,1981.539,,143.8,,,140.3,,,,,15.4
198108,1981.624,,158.7,,,141.1,,,,,17.0
198109,1981.706,,167.3,,,142.8,,,,,15.7
198110,1981.791,,162.4,,,142.2,,,,,11.0
198111,1981.873,,137.5,,,138.8,,,,,9.8
198112,1981.958,,150.1,,,137.8,,,,,6.1
198201,1982.042,,111.2,,,137.0,,,,,6.6
198202,1982.122,,163.6,,,133.3,,,,,6.8
198203,1982.204,,153.8,,,129.2,,,,,7.0
198204,1982.286,,122.0,,,124.3,,,,,9.0
198205,1982.371,,82.2,,,119.9,,,,,11.9
198206,1982.453,,110.4,,,117.3,,,,,15.2
198207,1982.538,,106.1,,,115.2,,,,,16.2
198208,1982.623,,107.6,,,109.4,,,,,15.9
198209,1982.705,,118.8,,,101.0,,,,,15.8
198210,1982.790,,94.7,,,95.7,,,,,12.1
198211,1982.872,,98.1,,,94.7,,,,,10.1
198212,1982.957,,127.0,,,94.6,,,,,7.1
198301,1983.042,,84.3,,,92.8,,,,,8.0
198302,1983.121,,51.0,,,90.3,,,,,4.2
198303,1983.203,,66.5,,,85.9,,,,,6.8
198304,1983.285,,80.7,,,81.5,,,,,7.8
198305,1983.370,,99.2,,,77.1,,,,,10.4
198306,1983.452,,91.1,,,70.5,,,,,14.2
198307,1983.537,,82.2,,,65.5,,,,,19.4
198308,1983.622,,71.8,,,65.8,,,,,17.4
198309,1983.704,,50.3,,,67.9,,,,,14.9
198310,1983.789,,55.8,,,68.2,,,,,12.2
198311,1983.871,,33.3,,,66.8,,,,,10.2
198312,1983.956,,33.4,,,64.0,,,,,8.0
198401,1984.041,,57.0,,,60.2,,,,,6.4
198402,1984.123,,85.4,,,56.4,,,,,5.8
198403,1984.205,,83.5,,,53.0,,,,,6.2
198404,1984.287,,69.7,,,49.8,,,,,9.2
198405,1984.372,,76.4,,,47.5,,,,,9.9
198406,1984.454,,46.1,,,46.5,,,,,14.3
198407,1984.539,,37.4,,,44.2,,,,,16.8
198408,1984.624,,25.5,,,39.6,,,,,17.3
198409,1984.706,,15.7,,,33.9,,,,,14.6
198410,1984.791,,12.0,,,28.9,,,,,12.7
198411,1984.873,,22.8,,,24.7,,,,,10.5
198412,1984.958,,18.7,,,21.7,,,,,8.0
198501,1985.043,,16.5,,,20.5,,,,,3.9
198502,1985.123,,15.9,,,19.6,,,,,5.3
198503,1985.205,,17.2,,,18.6,,,,,6.2
198504,1985.287,,16.2,,,18.3,,,,,9.0
198505,1985.372,,27.5,,,18.3,,,,,11.2
198506,1985.454,,24.2,,,18.0,,,,,13.1
198507,1985.539,,30.7,,,17.4,,,,,16.0
198508,1985.624,,11.1,,,17.1,,,,,15.3
198509,1985.706,,3.9,,,17.3,,,,,15.6
198510,1985.791,,18.6,,,17.3,,,,,13.0
198511,1985.873,,16.2,,,16.8,,,,,7.7
198512,1985.958,,17.3,,,15.3,,,,,9.0
198601,1986.042,,2.5,,,13.8,,,,,6.8
198602,1986.122,,23.2,,,13.1,,,,,1.5
198603,1986.204,,15.1,,,13.0,,,,,6.1
198604,1986.286,,18.5,,,13.7,,,,,6.4
198605,1986.371,,13.7,,,14.3,,,,,10.7
198606,1986.453,,1.1,,,13.8,,,,,14.2
198607,1986.538,,18.1,,,13.7,,,,,15.1
198608,1986.623,,7.4,,,13.2,,,,,14.4
198609,1986.705,,3.8,,,12.3,,,,,12.8
198610,1986.790,,35.4,,,13.2,,,,,13.1
198611,1986.872,,15.2,,,14.9,,,,,9.9
198612,1986.957,,6.8,,,16.3,,,,,8.3
198701,1987.042,,10.4,,,17.6,,,,,2.5
198702,1987.121,,2.4,,,19.6,,,,,5.4
198703,1987.203,,14.7,,,22.1,,,,,6.0
198704,1987.285,,39.6,,,24.4,,,,,10.5
198705,1987.370,,33.0,,,26.5,,,,,10.7
198706,1987.452,,17.4,,,28.4,,,,,12.8
198707,1987.537,,33.0,,,31.3,,,,,16.1
198708,1987.622,,38.7,,,34.8,,,,,16.3
198709,1987.704,,33.9,,,39.0,,,,,15.5
198710,1987.789,,60.6,,,43.6,,,,,12.3
198711,1987.871,,39.9,,,46.7,,,,,9.0
198712,1987.956,,27.1,,,51.3,,,,,7.8
198801,1988.041,,59.0,,,58.2,,,,,7.8
198802,1988.123,,40.0,,,64.6,,,,,6.3
198803,1988.205,,76.2,,,71.3,,,,,7.5
198804,1988.287,,88.0,,,77.5,,,,,9.2
198805,1988.372,,60.1,,,83.8,,,,,12.1
198806,1988.454,,101.8,,,93.7,,,,,14.3
198807,1988.539,,113.8,,,104.3,,,,,14.7
198808,1988.624,,111.6,,,113.7,,,,,15.9
198809,1988.706,,120.1,,,121.2,,,,,14.5
198810,1988.791,,125.1,,,125.3,,,,,12.9
198811,1988.873,,125.1,,,130.4,,,,,9.2
198812,1988.958,,179.2,,,137.6,,,,,9.2
198901,1989.043,,161.3,,,142.0,,,,,7.5
198902,1989.123,,165.1,,,145.0,,,,,7.7
198903,1989.205,,131.4,,,149.7,,,,,8.9
198904,1989.287,,130.6,,,153.5,,,,,7.9
198905,1989.372,,138.5,,,156.9,,,,,13.9
198906,1989.454,,196.2,,,158.4,,,,,14.9
198907,1989.539,,126.9,,,158.5,,,,,18.0
198908,1989.624,,168.9,,,157.7,,,,,17.4
198909,1989.706,,176.7,,,156.6,,,,,16.4
198910,1989.791,,159.4,,,157.4,,,,,14.2
198911,1989.873,,173.0,,,157.5,,,,,9.9
198912,1989.958,,165.5,,,153.5,,,,,8.1
199001,1990.042,,177.3,,,150.6,,,,,8.3
199002,1990.122,,130.5,,,152.9,,,,,9.0
199003,1990.204,,140.3,,,152.0,,,,,9.0
199004,1990.286,,140.3,,,149.3,,,,,9.0
199005,1990.371,,132.2,,,147.0,,,,,13.6
199006,1990.453,,105.4,,,143.8,,,,,13.8
199007,1990.538,,149.4,,,140.6,,,,,17.2
199008,1990.623,,200.3,,,140.5,,,,,18.5
199009,1990.705,,125.2,,,142.1,,,,,15.6
199010,1990.790,,145.5,,,142.1,,,,,13.8
199011,1990.872,,131.4,,,141.7,,,,,9.3
199012,1990.957,,129.7,,,143.9,,,,,6.8
199101,1991.042,213.5,136.9,0.64,220.5,147.6,229.4,205.5,8.0,17.4,5.9
199102,1991.121,270.2,167.5,0.62,221.5,147.6,243.0,206.3,10.0,18.4,3.9
199103,1991.203,227.9,141.9,0.62,220.7,146.6,230.0,205.9,27.0,19.1,8.6
199104,1991.285,215.9,140.0,0.65,220.7,146.5,198.8,206.8,17.0,20.0,8.5
199105,1991.370,182.5,121.3,0.66,219.6,145.5,190.3,207.1,18.0,21.7,10.5
199106,1991.452,231.8,169.7,0.73,218.9,145.2,206.8,207.4,44.0,23.0,12.4
199107,1991.537,245.7,173.7,0.71,219.5,146.3,212.0,207.7,27.0,23.6,16.0
199108,1991.622,251.5,176.3,0.70,218.3,146.6,210.3,206.8,30.0,24.7,17.0
199109,1991.704,185.8,125.3,0.67,214.2,144.9,180.6,203.9,20.0,25.0,16.3
199110,1991.789,220.1,144.1,0.65,208.4,141.7,201.3,199.7,31.0,24.3,12.1
199111,1991.871,169.0,108.2,0.64,202.2,138.1,172.0,195.4,33.0,24.1,9.0
199112,1991.956,217.7,144.4,0.66,193.7,131.7,223.9,188.9,15.0,23.0,6.9
199201,1992.041,217.9,150.0,0.69,183.3,123.7,217.6,181.8,14.0,21.1,6.0
199202,1992.123,238.2,161.1,0.68,171.8,115.4,232.1,174.8,31.0,19.8,6.8
199203,1992.205,160.5,106.7,0.66,161.6,108.2,171.3,168.5,14.0,19.4,8.0
199204,1992.287,144.0,99.8,0.69,154.3,103.3,158.5,162.9,11.0,18.9,8.9
199205,1992.372,106.3,73.8,0.69,148.9,100.3,125.4,158.9,21.0,17.5,13.3
199206,1992.454,104.7,65.2,0.62,143.3,97.1,116.7,154.3,15.0,16.6,15.2
199207,1992.539,121.4,85.7,0.71,134.3,90.7,132.2,146.7,10.0,16.6,16.5
199208,1992.624,99.5,64.5,0.65,124.4,84.0,122.1,138.9,15.0,16.1,16.1
199209,1992.706,93.8,63.9,0.68,117.5,79.5,116.8,133.8,25.0,15.9,14.4
199210,1992.791,136.2,88.7,0.65,113.4,76.4,131.7,130.5,15.0,16.7,10.6
199211,1992.873,124.3,91.8,0.74,110.4,74.4,145.2,128.2,14.0,16.6,10.5
199212,1992.958,127.4,82.6,0.65,107.7,73.2,139.1,127.4,13.0,16.1,7.3
199301,1993.043,92.1,59.3,0.64,104.5,71.4,121.0,125.7,17.0,16.0,8.6
199302,1993.123,126.1,91.0,0.72,101.2,69.3,142.6,123.1,16.0,15.9,5.9
199303,1993.205,107.4,69.8,0.65,97.0,66.6,136.4,120.7,24.0,15.3,7.8
199304,1993.287,98.6,62.2,0.63,91.9,63.6,115.9,118.1,19.0,14.9,9.9
199305,1993.372,79.1,61.3,0.77,86.2,59.9,112.4,114.8,12.0,14.9,12.2
199306,1993.454,68.5,49.8,0.73,81.0,56.1,109.3,111.3,12.0,15.0,14.7
199307,1993.539,81.6,57.9,0.71,78.7,54.7,99.0,109.6,10.0,14.9,15.3
199308,1993.624,59.4,42.2,0.71,75.7,52.3,93.7,107.6,12.0,15.4,15.5
199309,1993.706,33.5,22.4,0.67,70.7,48.4,87.0,103.9,15.0,16.0,14.2
199310,1993.791,73.5,56.4,0.77,65.5,44.9,100.3,100.4,14.0,16.4,11.2
199311,1993.873,51.0,35.6,0.70,60.8,41.2,95.9,97.5,15.0,17.4,7.7
199312,1993.958,75.9,48.9,0.64,57.9,38.4,104.8,94.8,14.0,18.1,8.2
199401,1994.042,86.4,57.8,0.67,55.6,36.6,115.0,92.7,15.0,18.2,7.6
199402,1994.122,60.5,35.5,0.59,53.5,34.8,99.6,91.2,30.0,18.1,6.7
199403,1994.204,52.4,31.7,0.60,52.9,34.1,90.4,90.2,24.0,17.8,8.7
199404,1994.286,29.3,16.1,0.55,53.0,33.7,79.1,89.3,29.0,18.0,8.8
199405,1994.371,35.4,17.8,0.50,51.9,32.5,79.9,88.1,26.0,18.3,11.7
199406,1994.453,42.6,28.0,0.66,49.6,30.8,77.3,86.4,14.0,18.2,14.3
199407,1994.538,52.7,35.1,0.67,46.1,28.5,80.5,83.9,11.0,18.1,17.2
199408,1994.623,38.4,22.5,0.59,43.8,26.8,76.1,82.0,8.0,17.5,16.5
199409,1994.705,40.5,25.7,0.63,43.4,26.6,79.0,81.2,12.0,16.5,14.4
199410,1994.790,67.1,44.0,0.66,43.2,26.5,87.7,80.9,22.0,15.5,13.1
199411,1994.872,33.0,18.0,0.55,42.5,26.2,80.9,80.6,14.0,14.7,12.0
199412,1994.957,38.7,26.2,0.68,41.4,25.6,77.4,80.4,13.0,14.2,9.6
199501,1995.042,39.8,24.2,0.61,39.6,24.2,82.7,80.1,14.0,14.0,7.7
199502,1995.121,51.3,29.9,0.58,37.8,23.0,85.6,79.7,15.0,13.9,8.9
199503,1995.203,51.9,31.1,0.60,36.3,22.1,85.1,79.3,15.0,14.0,7.5
199504,1995.285,23.6,14.0,0.59,33.8,20.6,77.7,78.6,16.0,13.8,9.3
199505,1995.370,24.6,14.5,0.59,31.6,19.2,75.5,77.9,18.0,13.3,13.1
199506,1995.452,27.8,15.6,0.56,29.9,18.2,75.7,77.4,11.0,12.9,14.5
199507,1995.537,23.8,14.5,0.61,28.1,17.0,73.9,76.9,8.0,12.5,17.8
199508,1995.622,25.1,14.3,0.57,25.4,15.4,73.8,76.0,9.0,12.1,19.1
199509,1995.704,16.5,11.8,0.72,22.0,13.4,72.0,74.8,13.0,11.8,15.1
199510,1995.789,31.6,21.1,0.67,19.7,12.1,77.9,73.8,16.0,11.4,14.7
199511,1995.871,15.7,9.0,0.57,18.5,11.3,74.2,73.2,9.0,10.7,10.5
199512,1995.956,16.2,10.0,0.62,17.6,10.8,72.6,72.8,9.0,10.0,6.8
199601,1996.041,17.6,11.5,0.65,16.8,10.4,74.5,72.4,9.0,9.7,7.7
199602,1996.123,9.1,4.4,0.48,16.2,10.1,71.5,72.2,10.0,9.7,5.4
199603,1996.205,12.1,9.2,0.76,15.4,9.7,70.7,72.1,11.0,9.8,6.8
199604,1996.287,8.5,4.8,0.56,13.6,8.4,69.3,71.6,11.0,9.7,9.2
199605,1996.372,11.8,5.5,0.47,12.9,8.0,70.1,71.4,7.0,9.5,9.9
199606,1996.454,18.8,11.8,0.63,13.5,8.5,69.6,71.8,5.0,9.4,15.0
199607,1996.539,13.2,8.2,0.62,13.4,8.4,71.2,72.0,7.0,9.3,16.5
199608,1996.624,20.5,14.4,0.70,13.1,8.3,72.4,72.1,9.0,9.4,17.1
199609,1996.706,2.9,1.6,0.55,13.3,8.4,69.4,72.3,15.0,9.3,14.9
199610,1996.791,2.3,0.9,0.39,14.0,8.8,69.2,72.6,13.0,9.1,13.4
199611,1996.873,26.7,17.9,0.67,15.4,9.8,78.7,73.0,8.0,9.1,9.1
199612,1996.958,21.1,13.3,0.63,16.2,10.4,77.8,73.3,7.0,9.3,6.3
199701,1997.043,9.0,5.7,0.63,16.5,10.5,74.0,73.4,9.0,9.3,4.3
199702,1997.123,11.3,7.6,0.67,17.4,11.0,73.8,73.7,11.0,9.2,8.0
199703,1997.205,14.4,8.7,0.60,20.4,13.5,73.5,75.1,8.0,8.9,9.3
199704,1997.287,24.5,15.5,0.63,24.0,16.5,74.5,76.8,10.0,8.5,9.9
199705,1997.372,28.6,18.5,0.65,26.4,18.4,74.6,78.4,8.0,8.5,12.7
199706,1997.454,22.1,12.7,0.57,29.0,20.4,71.7,80.1,7.0,8.5,14.3
199707,1997.539,17.0,10.4,0.61,32.4,22.7,71.1,81.8,6.0,8.4,16.3
199708,1997.624,36.7,24.4,0.66,35.9,25.1,79.0,83.4,7.0,8.2,19.0
199709,1997.706,58.2,51.3,0.88,40.5,28.4,96.2,85.7,10.0,8.3,16.5
199710,1997.791,33.6,23.8,0.71,45.4,31.9,84.9,88.6,10.0,8.5,13.6
199711,1997.873,53.5,39.0,0.73,49.3,35.0,99.5,91.3,11.0,8.9,11.2
199712,1997.958,57.9,41.2,0.71,54.2,39.0,98.8,94.2,4.0,9.5,8.7
199801,1998.042,51.8,31.9,0.62,60.6,43.8,93.4,97.5,8.0,9.8,7.2
199802,1998.122,54.4,40.3,0.74,67.4,49.0,93.4,101.7,8.0,10.5,8.1
199803,1998.204,81.8,54.8,0.67,73.3,53.5,109.1,105.8,13.0,11.0,8.8
199804,1998.286,73.6,53.4,0.73,77.7,56.6,108.3,108.9,10.0,11.3,8.9
199805,1998.371,74.3,56.3,0.76,81.4,59.4,106.7,112.0,18.0,11.6,13.6
199806,1998.453,93.6,70.7,0.76,85.9,62.5,108.4,115.8,10.0,12.0,14.7
199807,1998.538,98.3,66.6,0.68,90.3,65.5,114.0,120.0,11.0,12.3,15.5
199808,1998.623,118.6,92.2,0.78,93.7,67.8,136.0,124.1,18.0,12.5,16.5
199809,1998.705,119.0,92.9,0.78,96.1,69.5,138.3,126.8,13.0,12.7,15.8
199810,1998.790,77.0,55.5,0.72,97.7,70.5,117.3,127.9,13.0,12.8,12.7
199811,1998.872,99.5,74.0,0.74,101.3,73.0,140.2,130.0,16.0,12.5,8.9
199812,1998.957,120.8,81.9,0.68,108.8,77.9,150.1,134.3,8.0,12.0,8.3
199901,1999.042,94.3,62.0,0.66,116.5,82.6,142.6,139.0,10.0,11.8,8.0
199902,1999.121,93.4,66.3,0.71,120.2,84.6,142.0,142.6,12.0,11.6,7.1
199903,1999.203,100.5,68.8,0.68,120.5,83.8,126.3,144.0,14.0,11.8,8.3
199904,1999.285,92.9,63.7,0.69,123.8,85.5,117.2,145.8,12.0,12.3,9.8
199905,1999.370,140.5,106.4,0.76,131.7,90.5,148.6,149.9,8.0,12.4,13.3
199906,1999.452,208.3,137.7,0.66,136.0,93.1,169.8,152.9,7.0,12.4,14.1
199907,1999.537,169.2,113.5,0.67,138.0,94.3,165.6,154.4,10.0,12.6,17.3
199908,1999.622,136.1,93.7,0.69,142.8,97.5,170.8,156.3,15.0,12.9,17.2
199909,1999.704,107.4,71.5,0.67,150.0,102.3,135.7,161.0,19.0,12.9,16.5
199910,1999.789,167.7,116.7,0.70,158.5,107.8,164.8,167.2,19.0,12.8,12.9
199911,1999.871,199.3,133.2,0.67,164.7,111.0,191.5,171.5,14.0,13.2,9.9
199912,1999.956,123.5,84.6,0.69,165.9,111.1,169.8,173.4,10.0,13.8,8.1
200001,2000.041,140.8,90.1,0.64,168.0,112.9,158.1,175.5,13.0,14.6,7.1
200002,2000.123,161.9,112.9,0.70,172.1,116.8,173.2,176.8,16.0,15.1,8.2
200003,2000.205,203.6,138.5,0.68,175.4,119.9,208.2,178.4,9.0,15.1,8.1
200004,2000.287,193.4,125.5,0.65,176.3,120.8,184.2,180.5,15.0,15.0,8.8
200005,2000.372,188.8,121.6,0.64,173.1,119.0,184.5,180.0,15.0,15.1,12.3
200006,2000.454,190.3,124.9,0.66,172.0,118.7,179.8,179.7,15.0,15.1,15.0
200007,2000.539,236.7,170.1,0.72,173.0,119.8,204.7,180.2,21.0,14.8,15.7
200008,2000.624,166.6,130.5,0.78,171.8,118.6,163.1,179.4,16.0,14.2,17.2
200009,2000.706,157.9,109.7,0.69,169.0,116.3,182.1,177.1,18.0,14.3,16.0
200010,2000.791,138.9,99.4,0.72,166.2,114.5,167.7,175.5,18.0,15.0,12.3
200011,2000.873,149.9,106.8,0.71,162.7,112.7,178.8,173.8,17.0,15.1,9.5
200012,2000.958,146.4,104.4,0.71,160.8,112.0,173.6,172.0,7.0,14.7,8.7
200101,2001.043,142.7,95.6,0.67,156.3,108.7,166.6,168.7,8.0,14.0,7.0
200102,2001.123,131.0,80.6,0.62,151.4,104.0,146.7,165.6,7.0,13.3,7.2
200103,2001.205,166.7,113.5,0.68,154.0,104.8,177.7,167.8,20.0,12.9,8.3
200104,2001.287,163.6,107.7,0.66,159.4,107.5,178.1,171.6,22.0,12.8,9.1
200105,2001.372,135.1,96.6,0.72,163.1,108.6,147.9,174.7,10.0,12.8,12.4
200106,2001.454,196.7,134.0,0.68,167.2,109.8,173.7,178.7,10.0,12.8,14.9
200107,2001.539,124.6,81.8,0.66,172.1,111.7,131.3,183.8,9.0,12.9,17.3
200108,2001.624,159.4,106.4,0.67,176.7,113.6,163.1,188.8,11.0,13.0,17.6
200109,2001.706,229.1,150.7,0.66,178.8,114.1,233.8,191.3,13.0,12.8,15.4
200110,2001.791,197.4,125.5,0.64,179.5,114.0,208.1,191.9,20.0,12.1,15.2
200111,2001.873,178.6,106.5,0.60,183.7,115.5,212.7,193.7,16.0,12.0,10.0
200112,2001.958,217.5,132.2,0.61,184.5,114.6,235.6,193.9,9.0,12.0,7.1
200201,2002.042,189.0,114.1,0.60,184.8,113.5,227.3,194.6,8.0,11.9,8.2
200202,2002.122,194.5,107.4,0.55,188.6,114.6,205.0,197.2,10.0,12.1,8.5
200203,2002.204,153.1,98.4,0.64,188.9,113.3,180.3,195.7,10.0,12.3,9.3
200204,2002.286,194.9,120.7,0.62,186.2,110.5,189.8,191.5,17.0,12.5,9.9
200205,2002.371,204.1,120.8,0.59,183.6,108.8,178.4,188.0,12.0,12.7,12.3
200206,2002.453,146.0,88.3,0.60,179.9,106.2,148.7,182.9,7.0,12.9,14.0
200207,2002.538,183.5,99.6,0.54,175.4,102.7,173.5,176.2,11.0,13.3,15.8
200208,2002.623,191.0,116.4,0.61,169.2,98.7,183.9,169.3,14.0,13.8,16.8
200209,2002.705,206.4,109.6,0.53,163.4,94.6,175.8,164.0,13.0,14.5,16.3
200210,2002.790,153.9,97.5,0.63,158.8,90.5,167.0,159.3,25.0,15.1,13.4
200211,2002.872,159.8,95.5,0.60,150.9,85.2,168.7,154.1,17.0,15.8,11.4
200212,2002.957,147.9,80.8,0.55,145.0,82.0,157.2,150.7,13.0,17.1,8.6
200301,2003.042,149.3,79.7,0.53,141.7,80.8,144.0,148.0,13.0,18.2,6.3
200302,2003.121,87.0,46.0,0.53,136.4,78.3,124.5,143.5,17.0,18.9,6.4
200303,2003.203,119.7,61.1,0.51,128.1,74.0,132.2,138.3,21.0,19.5,9.0
200304,2003.285,119.7,60.0,0.50,121.5,70.1,126.3,135.0,20.0,20.1,10.6
200305,2003.370,89.6,54.6,0.61,118.3,67.6,116.2,133.1,26.0,21.0,12.0
200306,2003.452,118.4,77.4,0.65,113.6,65.0,129.3,130.2,24.0,21.5,16.2
200307,2003.537,132.8,83.3,0.63,106.9,61.8,127.7,127.2,19.0,22.0,17.8
200308,2003.622,114.3,72.7,0.64,102.8,60.0,122.1,125.2,23.0,22.3,19.3
200309,2003.704,82.6,48.7,0.59,100.7,59.5,112.2,123.7,18.0,21.8,16.6
200310,2003.789,118.9,65.5,0.55,96.6,58.2,151.3,121.8,35.0,21.1,12.2
200311,2003.871,118.9,67.3,0.57,93.6,56.7,140.8,120.1,28.0,20.0,10.8
200312,2003.956,75.4,46.5,0.62,91.4,54.8,115.0,118.0,16.0,18.6,8.2
200401,2004.041,62.3,37.3,0.60,87.9,52.0,114.1,116.3,22.0,18.1,7.9
200402,2004.123,75.6,45.8,0.61,84.2,49.3,107.0,115.5,13.0,17.7,7.0
200403,2004.205,81.0,49.1,0.61,80.9,47.1,112.0,114.6,14.0,16.7,7.4
200404,2004.287,59.3,39.3,0.66,77.9,45.5,101.2,112.4,11.0,15.2,9.8
200405,2004.372,77.3,41.5,0.54,74.1,43.8,99.8,109.3,8.0,14.0,12.8
200406,2004.454,78.9,43.2,0.55,70.4,41.6,97.4,107.4,8.0,13.6,15.7
200407,2004.539,87.8,51.1,0.58,68.3,40.2,118.5,106.1,23.0,13.5,15.9
200408,2004.624,69.5,40.9,0.59,66.6,39.2,111.0,105.2,9.0,13.5,17.5
200409,2004.706,50.0,27.7,0.55,63.7,37.5,103.0,103.8,9.0,13.3,15.8
200410,2004.791,77.9,48.0,0.62,61.3,35.9,105.9,102.3,8.0,13.3,12.9
200411,2004.873,70.5,43.5,0.62,60.0,35.3,113.7,101.6,25.0,13.7,10.5
200412,2004.958,34.7,17.9,0.52,58.8,35.2,95.0,101.5,11.0,14.3,7.8
